Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,TotalPorchSF,QualityLivingArea,GarageScore
1301,60,RL,69.0,10762,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,225000,2961,2.5,10,10,0,13881,980
1302,70,RL,69.0,7500,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD,Normal,177500,2265,1.0,67,59,224,8964,213
1303,60,RL,92.0,10120,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,0,12,2006,WD,Normal,290000,3691,3.5,12,12,387,20208,2532
1304,20,RL,73.0,8688,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,0,4,2006,WD,Normal,232000,3232,2.0,1,1,267,11312,2502
1305,160,RM,32.0,3363,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,130000,2684,2.0,2,2,40,11956,760
1306,20,RL,108.0,13173,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,0,11,2009,WD,Normal,325000,3304,3.0,3,2,506,14868,1680
1307,120,RL,48.0,6955,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,0,9,2006,New,Partial,202500,2736,2.0,1,0,167,9576,948
1308,20,RL,60.0,8072,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,0,5,2009,WD,Normal,138000,1980,2.0,15,14,64,4950,960
1309,20,RM,100.0,12000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,None,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,0,5,2008,WD,Normal,147000,2046,2.0,60,3,36,5610,1056
1310,20,RL,69.0,7153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,0,6,2008,WD,Normal,179200,2572,3.0,17,17,163,7764,992
1311,20,RL,100.0,17500,Reg,Lvl,Inside,Gtl,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,0,5,2010,WD,Normal,335000,3804,3.0,51,8,369,13314,1134
1312,20,RL,68.0,8814,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,0,1,2007,New,Partial,203000,2548,3.0,2,0,362,8918,1016
1313,60,RL,69.0,9572,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,0,6,2007,WD,Normal,302000,4263,2.5,17,17,500,22480,1500
1314,60,RL,108.0,14774,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,0,5,2010,WD,Normal,333168,3992,2.5,11,11,698,23391,2337
1315,20,RL,60.0,8190,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,0,10,2007,WD,Normal,119000,1896,2.0,53,53,36,3792,280
1316,60,RL,85.0,11075,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,0,6,2008,WD,Normal,206900,3064,2.5,39,39,280,12672,1152
1317,20,RL,61.0,10226,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,0,1,2009,WD,Normal,295493,3252,3.0,1,1,214,13040,2580
1318,120,FV,47.0,4230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,0,4,2007,New,Partial,208900,2704,2.0,1,0,241,9464,932
1319,20,RL,69.0,14781,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,0,8,2006,WD,Normal,275000,3540,2.0,5,4,348,14296,2244
1320,20,RL,75.0,10215,Reg,Bnk,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,0,2,2007,WD,Normal,111000,1812,1.0,53,53,0,3792,248
1321,20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,0,6,2009,WD,Normal,156500,2956,2.5,52,52,330,8868,884
1322,20,RL,69.0,6627,IR1,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,72500,720,1.0,59,58,0,2160,287
1323,60,RL,107.0,10186,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,0,6,2010,WD,Normal,190000,2673,3.5,18,18,279,13461,1128
1324,30,RL,50.0,5330,Reg,HLS,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,None,None,1980.0,None,0,0,None,None,Y,164,0,0,0,0,0,0,12,2009,WD,Normal,82500,1128,1.0,69,59,164,2832,0
1325,20,RL,75.0,9986,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,0,2,2007,New,Partial,147000,3590,2.0,1,0,49,14360,2685
1326,30,RM,40.0,3636,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,4,1922,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,None,None,1980.0,None,0,0,None,None,N,0,0,100,0,0,0,0,1,2008,WD,Normal,55000,1592,1.0,86,58,100,3184,0
1327,30,RH,70.0,4270,Reg,Bnk,Inside,Mod,Edwards,Norm,1Fam,1Story,3,6,1931,2006,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,286,0,0,0,0,5,2007,WD,Normal,79000,1318,1.0,76,1,286,2322,0
1328,20,RL,60.0,6600,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,130500,1632,1.5,26,0,0,4080,264
1329,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,1150,6,2008,WD,Normal,256000,4302,2.0,88,58,1027,16752,1040
1330,60,RL,63.0,9084,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,0,6,2006,WD,Normal,176500,2567,2.5,8,8,28,11424,924
1331,20,RL,85.0,10000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000,3176,2.0,1,1,189,12704,2475
1332,80,RL,55.0,10780,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,132500,1865,1.0,30,30,0,4770,1152
1333,20,RL,67.0,8877,Reg,Lvl,Inside,Mod,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,100000,1632,2.0,71,51,0,3264,288
1334,50,RM,60.0,7200,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,None,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,0,7,2006,WD,Normal,125500,2163,1.5,68,11,255,6800,297
1335,160,RM,24.0,2368,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,HdBoard,HdBoard,None,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,None,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,0,5,2009,WD,Normal,125000,2130,1.5,39,39,36,6825,880
1336,20,RL,80.0,9650,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD,Normal,167900,2684,2.5,32,32,16,8004,1260
1337,90,RL,87.0,9246,IR1,Lvl,Inside,Gtl,NWAmes,Feedr,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,None,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,0,11,2008,WD,Normal,135000,3312,2.0,35,35,211,8280,1012
1338,30,RM,153.0,4118,IR1,Bnk,Corner,Mod,OldTown,Feedr,1Fam,1Story,4,4,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,None,None,1980.0,None,0,0,None,None,N,0,20,0,0,0,0,0,3,2006,WD,Normal,52500,1386,1.0,65,56,20,2772,0
1339,60,RL,95.0,13450,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,None,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD,Normal,200000,2777,3.5,4,4,237,13027,984
1340,20,RL,120.0,9560,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,128500,1728,1.0,34,34,0,4320,288
1341,20,RL,70.0,8294,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,858,858,GasA,TA,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,123000,1730,1.0,36,36,0,3488,1920
1342,20,RL,66.0,13695,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,300,1114,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,78,0,0,0,0,0,7,2008,WD,Normal,155000,2228,2.0,5,4,78,6684,1152
1343,60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,0,8,2007,WD,Normal,228500,3453,2.5,5,5,279,17352,1294
1344,50,RL,57.0,7558,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,SBrkr,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,177000,2809,1.5,81,59,0,11478,684
1345,60,RL,85.0,11103,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,0,7,2007,New,Partial,155835,2184,2.5,1,1,0,10192,880
1346,30,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,0,710,960,GasA,Gd,Y,FuseA,960,0,0,960,0,0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1997.0,Unf,1,308,TA,TA,Y,0,0,168,0,0,0,0,7,2007,WD,Normal,108500,1920,1.0,87,57,168,3840,308
1347,20,RL,69.0,20781,IR2,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,1Story,7,7,1968,2003,Hip,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,68,1203,1568,GasA,TA,Y,SBrkr,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0,80,0,290,0,0,0,6,2006,WD,Normal,262500,3724,2.0,38,3,370,15092,1016
1348,20,RL,93.0,15306,IR1,HLS,Corner,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,0,1652,1732,GasA,Ex,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0,0,0,0,0,0,0,5,2007,New,Partial,283463,3508,3.0,1,0,0,14208,2136
1349,20,RL,69.0,16196,IR3,Low,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,402,25,0,0,0,0,0,8,2007,WD,Normal,215000,2976,3.0,9,9,427,10458,1028
1350,70,RM,50.0,5250,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,684,OthW,Fa,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,TA,8,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,54,20,0,0,0,0,12,2008,WD,Normal,122000,2837,2.0,136,21,74,18864,0
1351,90,RL,91.0,11643,Reg,Lvl,Inside,Gtl,NAmes,Artery,Duplex,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,None,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,200000,3882,4.5,40,40,0,13170,3872
1352,60,RL,70.0,9247,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,0,539,858,GasA,Ex,Y,SBrkr,858,858,0,1716,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0,84,0,0,120,0,0,3,2008,WD,Normal,171000,2574,1.5,46,46,204,10296,980
1353,50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,SBrkr,786,390,0,1176,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1999.0,Unf,2,624,TA,TA,N,210,0,0,0,0,0,0,7,2009,WD,Normal,134900,1874,1.0,72,9,210,7056,1248
